title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_fax,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,data_row_count
"""CRC-106""","""GSM543228""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSI""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-005T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543228/suppl/GSM543228.txt.gz""","""41000"""
"""CRC-107""","""GSM543229""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-010T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543229/suppl/GSM543229.txt.gz""","""41000"""
"""CRC-108""","""GSM543230""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-012T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543230/suppl/GSM543230.txt.gz""","""41000"""
"""CRC-109""","""GSM543231""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-015T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543231/suppl/GSM543231.txt.gz""","""41000"""
"""CRC-110""","""GSM543232""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSI""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-019T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543232/suppl/GSM543232.txt.gz""","""41000"""
"""CRC-111""","""GSM543233""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-021T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543233/suppl/GSM543233.txt.gz""","""41000"""
"""CRC-112""","""GSM543234""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-022T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543234/suppl/GSM543234.txt.gz""","""41000"""
"""CRC-113""","""GSM543235""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pA""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-024T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543235/suppl/GSM543235.txt.gz""","""41000"""
"""CRC-114""","""GSM543236""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-033T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543236/suppl/GSM543236.txt.gz""","""41000"""
"""CRC-115""","""GSM543237""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-043T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543237/suppl/GSM543237.txt.gz""","""41000"""
"""CRC-116""","""GSM543238""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-044T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543238/suppl/GSM543238.txt.gz""","""41000"""
"""CRC-117""","""GSM543239""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSM""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-047T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543239/suppl/GSM543239.txt.gz""","""41000"""
"""CRC-118""","""GSM543240""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pA""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-053T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543240/suppl/GSM543240.txt.gz""","""41000"""
"""CRC-119""","""GSM543241""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pA""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-054T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543241/suppl/GSM543241.txt.gz""","""41000"""
"""CRC-120""","""GSM543242""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""NDMC-055T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543242/suppl/GSM543242.txt.gz""","""41000"""
"""CRC-121""","""GSM543243""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Mie-004T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543243/suppl/GSM543243.txt.gz""","""41000"""
"""CRC-122""","""GSM543244""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pAI""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Mie-005T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543244/suppl/GSM543244.txt.gz""","""41000"""
"""CRC-123""","""GSM543245""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Mie-006T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543245/suppl/GSM543245.txt.gz""","""41000"""
"""CRC-124""","""GSM543246""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Mie-007T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543246/suppl/GSM543246.txt.gz""","""41000"""
"""CRC-125""","""GSM543247""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Mie-008T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543247/suppl/GSM543247.txt.gz""","""41000"""
"""CRC-126""","""GSM543248""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Mie-013T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543248/suppl/GSM543248.txt.gz""","""41000"""
